artifact_family,artifact_count,total_size_in_bytes,first_created_at,last_created_at,examples_json,decision,retention_class,canonical_replacement
github-performance-direct-recovery-v{n}-shard-g{n}-s{n}-a-{uuid},5,1983130,2026-07-26T19:04:30Z,2026-07-26T19:06:00Z,"[""github-performance-direct-recovery-v2-shard-g000-s003-a-d19f9886-0589-4dc6-bc77-e37215911caa"",""github-performance-direct-recovery-v2-shard-g000-s002-a-e10fd972-b2e9-4d24-a132-048a18a27a8b"",""github-performance-direct-recovery-v2-shard-g000-s001-a-d31fe40b-8d95-48e6-8f07-00a6f38fe377""]",archive,historical_reference,none
github-performance-direct-recovery-v{n}-smoke-{n}-{n},1,260,2026-07-26T19:02:42Z,2026-07-26T19:02:42Z,"[""github-performance-direct-recovery-v2-smoke-30215906618-1""]",archive,historical_reference,none
github-performance-direct-recovery-v{n}-timeline-{n}-{n},1,15241,2026-07-26T19:08:35Z,2026-07-26T19:08:35Z,"[""github-performance-direct-recovery-v2-timeline-30215906618-1""]",archive,historical_reference,none
github-performance-direct-recovery-v{n}-unsealed-final-stage-{n}-{n},1,1692432,2026-07-26T19:07:56Z,2026-07-26T19:07:56Z,"[""github-performance-direct-recovery-v2-unsealed-final-stage-30215906618-1""]",archive,historical_reference,none
github-performance-direct-recovery-v{n}-verified-stage-{n}-{n},1,1738124,2026-07-26T19:10:05Z,2026-07-26T19:10:05Z,"[""github-performance-direct-recovery-v2-verified-stage-30215906618-1""]",archive,historical_reference,none
github-performance-direct-recovery-v{n}-wheelhouse-{n}-{n},1,225316040,2026-07-26T19:00:18Z,2026-07-26T19:00:18Z,"[""github-performance-direct-recovery-v2-wheelhouse-30215906618-1""]",archive,historical_reference,none
github-performance-direct-recovery-wheelhouse-{n}-{n},2,450632080,2026-07-26T18:23:34Z,2026-07-26T18:42:03Z,"[""github-performance-direct-recovery-wheelhouse-30214596869-1"",""github-performance-direct-recovery-wheelhouse-30215256752-1""]",archive,historical_reference,none
github-performance-environment-setup-{n}-{n},17,78018,2026-07-25T18:43:41Z,2026-07-26T19:16:39Z,"[""github-performance-environment-setup-30170101585-1"",""github-performance-environment-setup-30202683511-1"",""github-performance-environment-setup-30203692272-1""]",archive,historical_reference,none
github-performance-event-study-optimized-campaign-state-after-recovery-{n}-{n}-{n},1,4249,2026-07-26T11:59:17Z,2026-07-26T11:59:17Z,"[""github-performance-event-study-optimized-campaign-state-after-recovery-0-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-campaign-state-initial-{n}-{n},1,2652,2026-07-26T11:58:27Z,2026-07-26T11:58:27Z,"[""github-performance-event-study-optimized-campaign-state-initial-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-campaign-state-merged-{n}-{n},1,5502,2026-07-26T12:00:28Z,2026-07-26T12:00:28Z,"[""github-performance-event-study-optimized-campaign-state-merged-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-campaign-state-verified-{n}-{n},1,8012,2026-07-26T12:02:30Z,2026-07-26T12:02:30Z,"[""github-performance-event-study-optimized-campaign-state-verified-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-contract-{n}-{n},1,6796,2026-07-26T11:56:13Z,2026-07-26T11:56:13Z,"[""github-performance-event-study-optimized-contract-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-environment-{n}-{n},1,1282,2026-07-26T11:54:52Z,2026-07-26T11:54:52Z,"[""github-performance-event-study-optimized-environment-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-pilot-{n}-{n},1,331,2026-07-26T11:57:25Z,2026-07-26T11:57:25Z,"[""github-performance-event-study-optimized-pilot-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-plan-{n}-{n},1,245562,2026-07-26T11:57:58Z,2026-07-26T11:57:58Z,"[""github-performance-event-study-optimized-plan-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-preflight-{n}-{n},1,266,2026-07-26T11:54:51Z,2026-07-26T11:54:51Z,"[""github-performance-event-study-optimized-preflight-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-prepared-{n}-{n},1,2291565,2026-07-26T11:55:26Z,2026-07-26T11:55:26Z,"[""github-performance-event-study-optimized-prepared-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-recovery-wave-{n}-{n}-{n},1,4031,2026-07-26T11:59:16Z,2026-07-26T11:59:16Z,"[""github-performance-event-study-optimized-recovery-wave-0-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-results,1,2572251,2026-07-26T12:02:40Z,2026-07-26T12:02:40Z,"[""github-performance-event-study-optimized-results""]",archive,historical_reference,none
github-performance-event-study-optimized-sealed-final-stage-{n}-{n},1,2561527,2026-07-26T12:01:46Z,2026-07-26T12:01:46Z,"[""github-performance-event-study-optimized-sealed-final-stage-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-shard-g{n}-s{n}-a-{uuid},4,2934736,2026-07-26T11:58:30Z,2026-07-26T11:58:40Z,"[""github-performance-event-study-optimized-shard-g000-s000-a-c2449afa-1c2a-44a2-954e-1a1e8c7770c5"",""github-performance-event-study-optimized-shard-g000-s003-a-f9f216d4-6e19-4d6a-a15d-3a5827d9fef5"",""github-performance-event-study-optimized-shard-g000-s002-a-834da123-83db-4a3f-b630-438c79f63b07""]",archive,historical_reference,none
github-performance-event-study-optimized-smoke-{n}-{n},1,261,2026-07-26T11:56:45Z,2026-07-26T11:56:45Z,"[""github-performance-event-study-optimized-smoke-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-timeline-{n}-{n},1,15075,2026-07-26T12:01:09Z,2026-07-26T12:01:09Z,"[""github-performance-event-study-optimized-timeline-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-unsealed-final-stage-{n}-{n},1,2533120,2026-07-26T12:00:30Z,2026-07-26T12:00:30Z,"[""github-performance-event-study-optimized-unsealed-final-stage-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-verified-stage-{n}-{n},1,2572251,2026-07-26T12:02:32Z,2026-07-26T12:02:32Z,"[""github-performance-event-study-optimized-verified-stage-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-optimized-wheelhouse-{n}-{n},1,225308387,2026-07-26T11:54:15Z,2026-07-26T11:54:15Z,"[""github-performance-event-study-optimized-wheelhouse-30200997490-1""]",archive,historical_reference,none
github-performance-event-study-{n}-merge-l{n}-p{n}-g{n}-{hex},15,21633313,2026-07-26T11:59:47Z,2026-07-26T14:25:35Z,"[""github-performance-event-study-256-merge-l00-p000-g000-9c696ec13991"",""github-performance-event-study-256-merge-l00-p000-g000-9c696ec13991"",""github-performance-event-study-256-merge-l00-p000-g000-5551b58c0548""]",archive,historical_reference,none
github-performance-lock-{n},73,3692121,2026-07-25T18:02:34Z,2026-07-26T19:51:13Z,"[""github-performance-lock-30168825373"",""github-performance-lock-30169015889"",""github-performance-lock-30169369583""]",archive,historical_reference,none
github-performance-reference-campaign-state-after-recovery-{n}-{n}-{n},44,263416,2026-07-26T07:14:55Z,2026-07-26T18:17:16Z,"[""github-performance-reference-campaign-state-after-recovery-0-30192262874-1"",""github-performance-reference-campaign-state-after-recovery-0-30193528008-1"",""github-performance-reference-campaign-state-after-recovery-0-30194113698-1""]",archive,historical_reference,none
github-performance-reference-campaign-state-initial-{n}-{n},22,58366,2026-07-26T07:13:39Z,2026-07-26T18:14:53Z,"[""github-performance-reference-campaign-state-initial-30192262874-1"",""github-performance-reference-campaign-state-initial-30193528008-1"",""github-performance-reference-campaign-state-initial-30194113698-1""]",archive,historical_reference,none
github-performance-reference-campaign-state-merged-{n}-{n},17,104678,2026-07-26T07:16:15Z,2026-07-26T18:18:48Z,"[""github-performance-reference-campaign-state-merged-30192262874-1"",""github-performance-reference-campaign-state-merged-30193528008-1"",""github-performance-reference-campaign-state-merged-30194113698-1""]",archive,historical_reference,none
github-performance-reference-campaign-state-verified-{n}-{n},17,147096,2026-07-26T07:17:05Z,2026-07-26T18:20:34Z,"[""github-performance-reference-campaign-state-verified-30192262874-1"",""github-performance-reference-campaign-state-verified-30193528008-1"",""github-performance-reference-campaign-state-verified-30194113698-1""]",archive,historical_reference,none
github-performance-reference-contract-{n}-{n},24,162427,2026-07-25T17:48:01Z,2026-07-26T18:12:25Z,"[""github-performance-reference-contract-30168253488-1"",""github-performance-reference-contract-30169599148-1"",""github-performance-reference-contract-30192262874-1""]",archive,historical_reference,none
github-performance-reference-direct-campaign-state-initial-{n}-{n},1,2653,2026-07-26T17:52:42Z,2026-07-26T17:52:42Z,"[""github-performance-reference-direct-campaign-state-initial-30213343787-1""]",archive,historical_reference,none
github-performance-reference-direct-contract-{n}-{n},1,6764,2026-07-26T17:50:25Z,2026-07-26T17:50:25Z,"[""github-performance-reference-direct-contract-30213343787-1""]",archive,historical_reference,none
github-performance-reference-direct-environment-{n}-{n},1,1281,2026-07-26T17:49:19Z,2026-07-26T17:49:19Z,"[""github-performance-reference-direct-environment-30213343787-1""]",archive,historical_reference,none
github-performance-reference-direct-pilot-{n}-{n},1,780,2026-07-26T17:51:45Z,2026-07-26T17:51:45Z,"[""github-performance-reference-direct-pilot-30213343787-1""]",archive,historical_reference,none
github-performance-reference-direct-plan-{n}-{n},1,413602,2026-07-26T17:52:14Z,2026-07-26T17:52:14Z,"[""github-performance-reference-direct-plan-30213343787-1""]",archive,historical_reference,none
github-performance-reference-direct-preflight-{n}-{n},1,266,2026-07-26T17:49:18Z,2026-07-26T17:49:18Z,"[""github-performance-reference-direct-preflight-30213343787-1""]",archive,historical_reference,none
github-performance-reference-direct-prepared-{n}-{n},1,113853,2026-07-26T17:49:53Z,2026-07-26T17:49:53Z,"[""github-performance-reference-direct-prepared-30213343787-1""]",archive,historical_reference,none
github-performance-reference-direct-shard-g{n}-s{n}-a-{uuid},4,1485022,2026-07-26T17:52:44Z,2026-07-26T17:52:53Z,"[""github-performance-reference-direct-shard-g000-s000-a-9515a6ba-f519-4011-8b0f-2e48d855cc7f"",""github-performance-reference-direct-shard-g000-s002-a-a917c9bd-9633-47be-a5ea-8ed3f827107b"",""github-performance-reference-direct-shard-g000-s001-a-03f853e4-cd25-41dd-b972-e51d433c2d74""]",archive,historical_reference,none
github-performance-reference-direct-smoke-{n}-{n},1,260,2026-07-26T17:51:10Z,2026-07-26T17:51:10Z,"[""github-performance-reference-direct-smoke-30213343787-1""]",archive,historical_reference,none
github-performance-reference-direct-wheelhouse-{n}-{n},1,225316040,2026-07-26T17:48:49Z,2026-07-26T17:48:49Z,"[""github-performance-reference-direct-wheelhouse-30213343787-1""]",archive,historical_reference,none
github-performance-reference-environment-{n}-{n},26,33341,2026-07-25T17:47:08Z,2026-07-26T18:10:55Z,"[""github-performance-reference-environment-30168253488-1"",""github-performance-reference-environment-30169146198-1"",""github-performance-reference-environment-30169370578-1""]",archive,historical_reference,none
github-performance-reference-final-stage-{n}-{n},6,10181215,2026-07-25T17:54:12Z,2026-07-26T10:01:08Z,"[""github-performance-reference-final-stage-30168253488-1"",""github-performance-reference-final-stage-30169599148-1"",""github-performance-reference-final-stage-30192262874-1""]",archive,historical_reference,none
github-performance-reference-merge-only-evidence-{n}-{n},3,2239,2026-07-26T08:01:50Z,2026-07-26T15:56:38Z,"[""github-performance-reference-merge-only-evidence-30193838870-1"",""github-performance-reference-merge-only-evidence-30208203481-1"",""github-performance-reference-merge-only-evidence-30209242779-1""]",archive,historical_reference,none
github-performance-reference-merge-only-results-{n}-{n},2,3429242,2026-07-26T08:01:51Z,2026-07-26T15:56:40Z,"[""github-performance-reference-merge-only-results-30193838870-1"",""github-performance-reference-merge-only-results-30209242779-1""]",archive,historical_reference,none
github-performance-reference-merge-only-state-{n}-{n},4,42738,2026-07-26T08:01:50Z,2026-07-26T15:56:37Z,"[""github-performance-reference-merge-only-state-30193838870-1"",""github-performance-reference-merge-only-state-30207114058-1"",""github-performance-reference-merge-only-state-30208203481-1""]",archive,historical_reference,none
github-performance-reference-partial-g{n},5,6285774,2026-07-25T17:53:07Z,2026-07-26T08:15:23Z,"[""github-performance-reference-partial-g000"",""github-performance-reference-partial-g000"",""github-performance-reference-partial-g000""]",archive,historical_reference,none
github-performance-reference-pilot-{n}-{n},24,15097,2026-07-25T17:49:37Z,2026-07-26T18:13:37Z,"[""github-performance-reference-pilot-30168253488-1"",""github-performance-reference-pilot-30169599148-1"",""github-performance-reference-pilot-30192262874-1""]",archive,historical_reference,none
github-performance-reference-plan-{n}-{n},24,10067354,2026-07-25T17:50:29Z,2026-07-26T18:14:23Z,"[""github-performance-reference-plan-30168253488-1"",""github-performance-reference-plan-30169599148-1"",""github-performance-reference-plan-30192262874-1""]",archive,historical_reference,none
github-performance-reference-preflight-{n}-{n},26,6916,2026-07-25T17:46:17Z,2026-07-26T18:10:55Z,"[""github-performance-reference-preflight-30168253488-1"",""github-performance-reference-preflight-30169146198-1"",""github-performance-reference-preflight-30169370578-1""]",archive,historical_reference,none
github-performance-reference-prepared-{n}-{n},26,2960192,2026-07-25T17:47:12Z,2026-07-26T18:11:40Z,"[""github-performance-reference-prepared-30168253488-1"",""github-performance-reference-prepared-30169146198-1"",""github-performance-reference-prepared-30169370578-1""]",archive,historical_reference,none
github-performance-reference-recovery-wave-{n}-{n}-{n},42,380270,2026-07-26T07:14:53Z,2026-07-26T18:17:15Z,"[""github-performance-reference-recovery-wave-0-30192262874-1"",""github-performance-reference-recovery-wave-0-30193528008-1"",""github-performance-reference-recovery-wave-0-30194113698-1""]",archive,historical_reference,none
github-performance-reference-recovery-{n}-{n},2,5770,2026-07-25T17:52:07Z,2026-07-25T18:31:36Z,"[""github-performance-reference-recovery-30168253488-1"",""github-performance-reference-recovery-30169599148-1""]",archive,historical_reference,none
github-performance-reference-results,19,32879621,2026-07-25T17:56:06Z,2026-07-26T18:20:45Z,"[""github-performance-reference-results"",""github-performance-reference-results"",""github-performance-reference-results""]",archive,historical_reference,none
github-performance-reference-sealed-final-stage-{n}-{n},13,22390790,2026-07-26T10:49:45Z,2026-07-26T18:19:55Z,"[""github-performance-reference-sealed-final-stage-30198731331-1"",""github-performance-reference-sealed-final-stage-30203619784-1"",""github-performance-reference-sealed-final-stage-30206672400-1""]",archive,historical_reference,none
github-performance-reference-shard-g{n}-s{n}-a-{uuid},143,48299670,2026-07-25T17:51:17Z,2026-07-26T18:16:42Z,"[""github-performance-reference-shard-g000-s000-a-6559a0ad-1da0-444e-83c6-87299fb1ae58"",""github-performance-reference-shard-g000-s000-a-4622c5c1-a7dc-4856-bf94-624891aef295"",""github-performance-reference-shard-g000-s000-a-9e9f863b-ac43-4e59-9659-99939bcf510a""]",archive,historical_reference,none
